beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name
0.2401	Diseases of the genitourinary system	N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	0.1492	N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	Diseases of the genitourinary system
-0.4072	Neoplasms from hospital discharges	CD2_BENIGN_VULVA_EXALLC	Benign neoplasm: Vagina (other cancers excluded from controls)	0.1495	CD2_BENIGN_VULVA_EXALLC	Benign neoplasm: Vagina (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.1224	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Other symptoms and signs involving the digestive system and abdomen	0.1496	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Other symptoms and signs involving the digestive system and abdomen	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.1399	Neoplasms from cancer register	C3_COLON_EXALLC	Malignant neoplasm of colon (other cancers excluded from controls)	0.1501	C3_COLON_EXALLC	Malignant neoplasm of colon (other cancers excluded from controls)	Neoplasms from cancer register
0.0661	Diseases of the respiratory system	J10_CHRONSINUSITIS	Chronic sinusitis	0.1513	J10_CHRONSINUSITIS	Chronic sinusitis	Diseases of the respiratory system
-0.1529	Diseases of the musculoskeletal system and connective tissue	M13_CERVICOCRANSDR	Cervicocranial syndrome	0.1513	M13_CERVICOCRANSDR	Cervicocranial syndrome	Diseases of the musculoskeletal system and connective tissue
0.05	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_DIZZI_GIDDI	Dizziness and giddiness	0.1515	R18_DIZZI_GIDDI	Dizziness and giddiness	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.3719	Injury, poisoning and certain other consequences of external causes	ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND	Burn and corrosion of shoulder and upper limb, except wrist and hand	0.1528	ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND	Burn and corrosion of shoulder and upper limb, except wrist and hand	Injury, poisoning and certain other consequences of external causes
-0.3102	Diseases of the eye and adnexa	H7_PTERYGIUM	Pterygium	0.153	H7_PTERYGIUM	Pterygium	Diseases of the eye and adnexa
-0.2898	Mental and behavioural disorders	F5_PARAPER	Paranoid personality disorder	0.1534	F5_PARAPER	Paranoid personality disorder	Mental and behavioural disorders
-0.0534	Injury, poisoning and certain other consequences of external causes	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	Dislocation, sprain and strain of joints and ligaments of knee	0.1535	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	Dislocation, sprain and strain of joints and ligaments of knee	Injury, poisoning and certain other consequences of external causes
0.0337	Rheuma endpoints	RHEUMA_ENDPOINTS	Finngen Rheumatological endpoints	0.1542	RHEUMA_ENDPOINTS	Finngen Rheumatological endpoints	Rheuma endpoints
-0.4821	Diseases of the respiratory system	J10_ABSCLUNGPNEUMO	Abscess of lung	0.1542	J10_ABSCLUNGPNEUMO	Abscess of lung	Diseases of the respiratory system
-0.424	Diseases of the ear and mastoid process	H8_VERTIGOCENT	Vertigo of central origin	0.1545	H8_VERTIGOCENT	Vertigo of central origin	Diseases of the ear and mastoid process
0.2624	Diseases of the skin and subcutaneous tissue	L12_EPIDERMALTHICKOTH	Other epidermal thickening	0.1549	L12_EPIDERMALTHICKOTH	Other epidermal thickening	Diseases of the skin and subcutaneous tissue
0.068	Endocrine, nutritional and metabolic diseases	E4_OBESITY_HYPER	Obesity and other hyperalimentation	0.155	E4_OBESITY_HYPER	Obesity and other hyperalimentation	Endocrine, nutritional and metabolic diseases
0.1865	Neoplasms from cancer register	C3_KIDNEY_NOTRENALPELVIS	Malignant neoplasm of kidney, except renal pelvis	0.1553	C3_KIDNEY_NOTRENALPELVIS	Malignant neoplasm of kidney, except renal pelvis	Neoplasms from cancer register
0.0664	Endocrine, nutritional and metabolic diseases	E4_NUTRIDEF	Other nutritional deficiencies	0.156	E4_NUTRIDEF	Other nutritional deficiencies	Endocrine, nutritional and metabolic diseases
-0.1353	Diseases of the circulatory system	I9_THROMBOTH	Other embolism and thrombosis	0.1576	I9_THROMBOTH	Other embolism and thrombosis	Diseases of the circulatory system
-0.4662	Neoplasms from hospital discharges	CD2_INSITU_BREAST_NOS	Carcinoma in situ of breast, other/unspecified	0.1581	CD2_INSITU_BREAST_NOS	Carcinoma in situ of breast, other/unspecified	Neoplasms from hospital discharges
-0.142	Neoplasms from cancer register	C3_CERVIX_UTERI	Malignant neoplasm of cervix uteri	0.1583	C3_CERVIX_UTERI	Malignant neoplasm of cervix uteri	Neoplasms from cancer register
0.3125	Diseases of the nervous system	G6_ENCEPHOTH	Other encephalitis	0.1596	G6_ENCEPHOTH	Other encephalitis	Diseases of the nervous system
0.045	Diseases of the digestive system	APPENDICITIS_BROAD	Appendicitis, broad definition	0.1597	APPENDICITIS_BROAD	Appendicitis, broad definition	Diseases of the digestive system
-0.4202	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_EOSINOPHILIA	Eosinophilia	0.1597	D3_EOSINOPHILIA	Eosinophilia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
-0.1658	Diseases of the skin and subcutaneous tissue	L12_ROSACEA	Rosacea	0.1598	L12_ROSACEA	Rosacea	Diseases of the skin and subcutaneous tissue
-0.1597	Diseases of the genitourinary system	N14_HYDRONEPHR	Hydronephrosis	0.1598	N14_HYDRONEPHR	Hydronephrosis	Diseases of the genitourinary system
-0.2646	Endocrine, nutritional and metabolic diseases	E4_LACTOSEINT	Lactose intolerance	0.1611	E4_LACTOSEINT	Lactose intolerance	Endocrine, nutritional and metabolic diseases
-0.1135	Diseases of the digestive system	TEMPOROMANDIB	Temporomandibular joint disorders	0.1613	TEMPOROMANDIB	Temporomandibular joint disorders	Diseases of the digestive system
-0.3395	Diseases of the musculoskeletal system and connective tissue	M13_TORTICOLLIS	Torticollis	0.1623	M13_TORTICOLLIS	Torticollis	Diseases of the musculoskeletal system and connective tissue
-0.134	Neoplasms from cancer register	C3_COLON	Malignant neoplasm of colon	0.1628	C3_COLON	Malignant neoplasm of colon	Neoplasms from cancer register
-0.1376	Diseases of the eye and adnexa	H7_DIPLOPIA	Diplopia	0.1631	H7_DIPLOPIA	Diplopia	Diseases of the eye and adnexa
0.1833	Neoplasms from cancer register	C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (other cancers excluded from controls)	0.1637	C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (other cancers excluded from controls)	Neoplasms from cancer register
0.2956	Other	POLYCYTVERA	Polycythaemia vera	0.1638	POLYCYTVERA	Polycythaemia vera	Other
-0.4625	Neoplasms from hospital discharges	CD2_INSITU_BREAST_NOS_EXALLC	Carcinoma in situ of breast, other/unspecified (other cancers excluded from controls)	0.1639	CD2_INSITU_BREAST_NOS_EXALLC	Carcinoma in situ of breast, other/unspecified (other cancers excluded from controls)	Neoplasms from hospital discharges
0.2303	Diseases of the musculoskeletal system and connective tissue	M13_PREPATELLARBURSITIS	Prepatellar bursitis	0.1648	M13_PREPATELLARBURSITIS	Prepatellar bursitis	Diseases of the musculoskeletal system and connective tissue
0.3931	Neoplasms from hospital discharges	CD2_BENIGN_BONE_SHORT_UPPER_EXALLC	Benign neoplasm: Short bones of upper limb (other cancers excluded from controls)	0.1653	CD2_BENIGN_BONE_SHORT_UPPER_EXALLC	Benign neoplasm: Short bones of upper limb (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.083	Endocrine, nutritional and metabolic diseases	HYPOTHY_REIMB	Hypothyroidism, drug reimbursement	0.1654	HYPOTHY_REIMB	Hypothyroidism, drug reimbursement	Endocrine, nutritional and metabolic diseases
0.1057	Diseases of the musculoskeletal system and connective tissue	M13_MYALGIA	Myalgia	0.1654	M13_MYALGIA	Myalgia	Diseases of the musculoskeletal system and connective tissue
-0.2918	Diseases of the eye and adnexa	H7_PARASTRA6	Sixth [abducent] nerve palsy	0.1656	H7_PARASTRA6	Sixth [abducent] nerve palsy	Diseases of the eye and adnexa
0.3913	Neoplasms from hospital discharges	CD2_BENIGN_BONE_SHORT_UPPER	Benign neoplasm: Short bones of upper limb	0.1667	CD2_BENIGN_BONE_SHORT_UPPER	Benign neoplasm: Short bones of upper limb	Neoplasms from hospital discharges
0.0679	Injury, poisoning and certain other consequences of external causes	ST19_INJURI_HIP_THIGH	Injuries to the hip and thigh	0.1667	ST19_INJURI_HIP_THIGH	Injuries to the hip and thigh	Injury, poisoning and certain other consequences of external causes
-0.202	Diseases of the nervous system	G6_DYSTON	Dystonia	0.1668	G6_DYSTON	Dystonia	Diseases of the nervous system
-0.1066	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_BLOODOTHER	Other diseases of blood and blood-forming organs	0.167	D3_BLOODOTHER	Other diseases of blood and blood-forming organs	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.0828	Diseases of the digestive system	K11_GIBLEEDING	GI-bleeding	0.1672	K11_GIBLEEDING	GI-bleeding	Diseases of the digestive system
-0.2069	Diseases of the skin and subcutaneous tissue	L12_NAIL_INGROW	Ingrowing nail	0.1672	L12_NAIL_INGROW	Ingrowing nail	Diseases of the skin and subcutaneous tissue
0.3578	Injury, poisoning and certain other consequences of external causes	ST19_INJURY_URINARY_PELVIC_ORGANS	Injury of urinary and pelvic organs	0.1676	ST19_INJURY_URINARY_PELVIC_ORGANS	Injury of urinary and pelvic organs	Injury, poisoning and certain other consequences of external causes
0.0802	Other	DM_PERIPHATHERO	Peripheral atherosclerosis	0.1678	DM_PERIPHATHERO	Peripheral atherosclerosis	Other
-0.3251	Diseases of the eye and adnexa	H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	0.1679	H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	Diseases of the eye and adnexa
-0.2663	Diseases of the circulatory system	I9_OTHOTH	Other other unspecified disorders of the circulatory system	0.1681	I9_OTHOTH	Other other unspecified disorders of the circulatory system	Diseases of the circulatory system
0.1359	Diabetes endpoints	DM_RETINA_NOS	Unspecified diabetic retinopathy	0.1692	DM_RETINA_NOS	Unspecified diabetic retinopathy	Diabetes endpoints
0.3099	Diseases of the musculoskeletal system and connective tissue	M13_JUVERHEU	Juvenile rheuma	0.1692	M13_JUVERHEU	Juvenile rheuma	Diseases of the musculoskeletal system and connective tissue
-0.2779	Diseases of the circulatory system	I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes	0.17	I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes	Diseases of the circulatory system
0.0737	Injury, poisoning and certain other consequences of external causes	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	0.1703	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	Injury, poisoning and certain other consequences of external causes
0.0828	Diseases of the ear and mastoid process	H8_EXTERNAL	Diseases of external ear	0.1704	H8_EXTERNAL	Diseases of external ear	Diseases of the ear and mastoid process
0.0754	Diseases of the circulatory system	I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD	0.1705	I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD	Diseases of the circulatory system
-0.1847	Mental and behavioural disorders	F5_TOBAC	Mental and behavioural disorders due to tobacco	0.171	F5_TOBAC	Mental and behavioural disorders due to tobacco	Mental and behavioural disorders
-0.412	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	ESOSINOPHIL_DISEASE	Eosinophilic disease (BM)	0.1712	ESOSINOPHIL_DISEASE	Eosinophilic disease (BM)	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.0535	Diseases of the circulatory system	I9_STR_SAH	Stroke, including SAH	0.1712	I9_STR_SAH	Stroke, including SAH	Diseases of the circulatory system
0.0904	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OEDEMA_NOT_ELSEW_CLASSIFIED	Oedema, not elsewhere classified	0.1714	R18_OEDEMA_NOT_ELSEW_CLASSIFIED	Oedema, not elsewhere classified	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.1421	Mental and behavioural disorders	F5_DEMNAS	Unspecified dementia	0.1715	F5_DEMNAS	Unspecified dementia	Mental and behavioural disorders
0.4886	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_LIP_EXALLC	Melanocytic naevi of lip (other cancers excluded from controls)	0.1723	CD2_BENIGN_MELANOCYTIC_LIP_EXALLC	Melanocytic naevi of lip (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.1862	Other	SMOKING_DEPEND	Smoking dependancy	0.173	SMOKING_DEPEND	Smoking dependancy	Other
0.4874	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_LIP	Melanocytic naevi of lip	0.1731	CD2_BENIGN_MELANOCYTIC_LIP	Melanocytic naevi of lip	Neoplasms from hospital discharges
0.0636	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_SYNCO_COLLAP	Syncope and collapse	0.1736	R18_SYNCO_COLLAP	Syncope and collapse	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.3127	Diseases of the skin and subcutaneous tissue	PSORI_STRICT	Psoriasis (vulgaris), strict definition	0.174	PSORI_STRICT	Psoriasis (vulgaris), strict definition	Diseases of the skin and subcutaneous tissue
0.2423	Diseases of the musculoskeletal system and connective tissue	M13_POLYARTHRITIS	Polyarthritis, unspecified	0.1749	M13_POLYARTHRITIS	Polyarthritis, unspecified	Diseases of the musculoskeletal system and connective tissue
0.0653	Endocrine, nutritional and metabolic diseases	E4_OBESITY	Obesity	0.1751	E4_OBESITY	Obesity	Endocrine, nutritional and metabolic diseases
-0.202	Gastrointestinal endpoints	ULCEROTH	Other ulcerative colitis	0.1754	ULCEROTH	Other ulcerative colitis	Gastrointestinal endpoints
0.0958	Diseases of the genitourinary system	N14_CHRONKIDNEYDIS	Chronic kidney disease	0.1756	N14_CHRONKIDNEYDIS	Chronic kidney disease	Diseases of the genitourinary system
0.0328	Endocrine, nutritional and metabolic diseases	DM_COMORB_EXMORE	Diabetes-related co-morbidities/complications (more controls excluded)	0.1769	DM_COMORB_EXMORE	Diabetes-related co-morbidities/complications (more controls excluded)	Endocrine, nutritional and metabolic diseases
0.0774	Diseases of the genitourinary system	N14_RENFAIL	Renal failure	0.1769	N14_RENFAIL	Renal failure	Diseases of the genitourinary system
0.1248	Neoplasms from hospital discharges	CD2_BENIGN_SIGMOID_COLON	Benign neoplasm: Sigmoid colon	0.177	CD2_BENIGN_SIGMOID_COLON	Benign neoplasm: Sigmoid colon	Neoplasms from hospital discharges
0.0879	Diseases of the musculoskeletal system and connective tissue	M13_SOFTOVERUSE	Soft tissue disorders related to use, overuse and pressure	0.1771	M13_SOFTOVERUSE	Soft tissue disorders related to use, overuse and pressure	Diseases of the musculoskeletal system and connective tissue
0.3798	Diseases of the musculoskeletal system and connective tissue	M13_WEGENER	Wegener granulomatosis	0.1773	M13_WEGENER	Wegener granulomatosis	Diseases of the musculoskeletal system and connective tissue
0.3939	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	0.1774	D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.0253	Diseases of the nervous system	G6_NEURO	Neurological diseases	0.1782	G6_NEURO	Neurological diseases	Diseases of the nervous system
-0.136	Neoplasms from cancer register	C3_CERVIX_UTERI_EXALLC	Malignant neoplasm of cervix uteri (other cancers excluded from controls)	0.1785	C3_CERVIX_UTERI_EXALLC	Malignant neoplasm of cervix uteri (other cancers excluded from controls)	Neoplasms from cancer register
