beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name	odds_ratio
0.0588	Diseases of the skin and subcutaneous tissue	ATOPIC_STRICT	Atopic  dermatitis, strict definition	0.3101	ATOPIC_STRICT	Atopic  dermatitis, strict definition	Diseases of the skin and subcutaneous tissue	1.0605631069061
0.1166	Diseases of the ear and mastoid process	H8_HL_CON_NAS	Conductive hearing loss, unspecified	0.3103	H8_HL_CON_NAS	Conductive hearing loss, unspecified	Diseases of the ear and mastoid process	1.12366987183623
-0.0683	Pregnancy, childbirth and the puerperium	O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	0.3106	O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	Pregnancy, childbirth and the puerperium	0.933980237472658
0.1255	Diseases of the genitourinary system	N14_INFCERVIX	Inflammatory disease of cervix uteri	0.3111	N14_INFCERVIX	Inflammatory disease of cervix uteri	Diseases of the genitourinary system	1.13371516896053
-0.0819	Diseases of the genitourinary system	N14_LUMPNASBREAST	Unspecified lump in breast	0.3112	N14_LUMPNASBREAST	Unspecified lump in breast	Diseases of the genitourinary system	0.921364090498732
-0.0307	Diseases of the digestive system	K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	0.3115	K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	Diseases of the digestive system	0.969766459378713
0.0595	Neoplasms from cancer register	C3_MALE_GENITAL	malignant neoplasm of male genital organs	0.3116	C3_MALE_GENITAL	malignant neoplasm of male genital organs	Neoplasms from cancer register	1.06130576097954
-0.161	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_OTHERWHITECELL	Other disorders of white blood cells	0.3119	D3_OTHERWHITECELL	Other disorders of white blood cells	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	0.851292071107151
-0.1121	Diseases of the musculoskeletal system and connective tissue	M13_PSORIARTH	Psoriatic arthropathies	0.3119	M13_PSORIARTH	Psoriatic arthropathies	Diseases of the musculoskeletal system and connective tissue	0.893954857544679
-0.2035	Diseases of the nervous system	G6_MERALGIA	Meralgia paraesthetica	0.3121	G6_MERALGIA	Meralgia paraesthetica	Diseases of the nervous system	0.815870204322674
-0.0824	Diseases of the musculoskeletal system and connective tissue	M13_SPONDYLOLISTHESIS	Spondylolisthesis/Spondylolysis	0.3121	M13_SPONDYLOLISTHESIS	Spondylolisthesis/Spondylolysis	Diseases of the musculoskeletal system and connective tissue	0.920903523604801
-0.1815	Diabetes endpoints	DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	0.3122	DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Diabetes endpoints	0.83401824530348
-0.3244	Pregnancy, childbirth and the puerperium	O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	0.3123	O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	Pregnancy, childbirth and the puerperium	0.722961000135196
0.1017	Diseases of the genitourinary system	N14_GENITOUROTH	Other disorders of the genitourinary system	0.3125	N14_GENITOUROTH	Other disorders of the genitourinary system	Diseases of the genitourinary system	1.10705130651369
0.0535	Diseases of the circulatory system	I9_PAD	Peripheral artery disease	0.3128	I9_PAD	Peripheral artery disease	Diseases of the circulatory system	1.05495699176759
0.1104	Diseases of the digestive system	K11_ALCOLIV	Alcoholic liver disease	0.3132	K11_ALCOLIV	Alcoholic liver disease	Diseases of the digestive system	1.11672467100121
0.0865	Diseases of the musculoskeletal system and connective tissue	M13_THORACISPINEPAIN	Pain in thoracic spine	0.3134	M13_THORACISPINEPAIN	Pain in thoracic spine	Diseases of the musculoskeletal system and connective tissue	1.09035136771778
-0.1725	Diseases of the musculoskeletal system and connective tissue	M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	0.3142	M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	Diseases of the musculoskeletal system and connective tissue	0.841558288811773
-0.0628	Mental and behavioural disorders	F5_KELAMENT	Kela-cod for severe mental illness	0.3143	F5_KELAMENT	Kela-cod for severe mental illness	Mental and behavioural disorders	0.939131281163993
0.1256	Diseases of the respiratory system	J10_BRONCHIECTASIS	Bronchiectasis	0.3143	J10_BRONCHIECTASIS	Bronchiectasis	Diseases of the respiratory system	1.13382854614619
0.0599	Diseases of the skin and subcutaneous tissue	L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	0.3148	L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue	1.06173036819971
-0.0452	Neoplasms from hospital discharges	CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	0.315	CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	Neoplasms from hospital discharges	0.955806301455408
-0.2788	Diseases of the skin and subcutaneous tissue	L12_HIRSUTISM	Hirsutism	0.316	L12_HIRSUTISM	Hirsutism	Diseases of the skin and subcutaneous tissue	0.756691226327497
0.3661	Other	P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	0.3161	P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	Other	1.4420994453888
-0.1608	Diseases of the musculoskeletal system and connective tissue	M13_MONOARTHRITIS	Monoarthritis, not elsewhere classified	0.3162	M13_MONOARTHRITIS	Monoarthritis, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue	0.851462346548349
0.2546	Diseases of the digestive system	K11_ACHAL	Achalasia of cardia	0.3164	K11_ACHAL	Achalasia of cardia	Diseases of the digestive system	1.28994553944771
-0.0543	Mental and behavioural disorders	F5_PERSOBEH	Disorders of adult personality and behaviour	0.3167	F5_PERSOBEH	Disorders of adult personality and behaviour	Mental and behavioural disorders	0.947147919500029
-0.0457	Neoplasms from hospital discharges	CD2_BENIGN_COLORECANI_EXALLC	Benign neoplasm of colon, rectum, anus and anal canal (other cancers excluded from controls)	0.3169	CD2_BENIGN_COLORECANI_EXALLC	Benign neoplasm of colon, rectum, anus and anal canal (other cancers excluded from controls)	Neoplasms from hospital discharges	0.955328517760558
0.1581	Neoplasms from cancer register	C3_PANCREAS	Malignant neoplasm of pancreas	0.3173	C3_PANCREAS	Malignant neoplasm of pancreas	Neoplasms from cancer register	1.17128331718317
-0.259	Diseases of the circulatory system	I9_PROGVASC	Progressive vascular leukoencephalopathy	0.3173	I9_PROGVASC	Progressive vascular leukoencephalopathy	Diseases of the circulatory system	0.771823023043703
-0.0304	Injury, poisoning and certain other consequences of external causes	ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand	0.3177	ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand	Injury, poisoning and certain other consequences of external causes	0.970057432960381
0.038	Diseases of the circulatory system	I9_ANGINA	Angina pectoris	0.3178	I9_ANGINA	Angina pectoris	Diseases of the circulatory system	1.0387312328785
0.0982	Diseases of the respiratory system	J10_PLEUREFFUSION	Pleural effusion	0.3181	J10_PLEUREFFUSION	Pleural effusion	Diseases of the respiratory system	1.10318339972626
0.0324	Diseases of the musculoskeletal system and connective tissue	M13_ARTHROSIS_KNEE	Gonarthrosis	0.3184	M13_ARTHROSIS_KNEE	Gonarthrosis	Diseases of the musculoskeletal system and connective tissue	1.03293059491966
-0.1065	Injury, poisoning and certain other consequences of external causes	ST19_TRAUMAT_SUBDU_HAEMORRHAGE	Traumatic subdural haemorrhage	0.3185	ST19_TRAUMAT_SUBDU_HAEMORRHAGE	Traumatic subdural haemorrhage	Injury, poisoning and certain other consequences of external causes	0.898975048161231
-0.053	Diseases of the respiratory system	J10_COPD	COPD	0.3195	J10_COPD	COPD	Diseases of the respiratory system	0.948380012482298
0.1315	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	Speech disturbances, not elsewhere classified	0.3205	R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	Speech disturbances, not elsewhere classified	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	1.14053790772237
0.0194	Interstitial lung disease endpoints	PULM_INFECTIONS	COPD/asthma/ILD related infections	0.3214	PULM_INFECTIONS	COPD/asthma/ILD related infections	Interstitial lung disease endpoints	1.01958940282226
0.0194	Other	COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	0.3214	COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	Other	1.01958940282226
0.0194	Asthma and related endpoints	ASTHMA_INFECTIONS	Asthma-related infections	0.3214	ASTHMA_INFECTIONS	Asthma-related infections	Asthma and related endpoints	1.01958940282226
-0.3449	Congenital malformations, deformations and chromosomal abnormalities	Q17_UNDES_TESTICLE	Undescended testicle	0.3214	Q17_UNDES_TESTICLE	Undescended testicle	Congenital malformations, deformations and chromosomal abnormalities	0.708291179044367
0.2104	Injury, poisoning and certain other consequences of external causes	ST19_ICTRAUOTHUNS	Other and unspecified intracranial injuries	0.3216	ST19_ICTRAUOTHUNS	Other and unspecified intracranial injuries	Injury, poisoning and certain other consequences of external causes	1.23417162988813
0.148	Pregnancy, childbirth and the puerperium	O15_PUERP_SEPSIS	Puerperal sepsis	0.3218	O15_PUERP_SEPSIS	Puerperal sepsis	Pregnancy, childbirth and the puerperium	1.15951289636297
0.1728	Neoplasms from hospital discharges	CD2_MULTIPLE_MYELOMA_PLASMA_CELL	Multiple myeloma and malignant plasma cell neoplasms	0.322	CD2_MULTIPLE_MYELOMA_PLASMA_CELL	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms from hospital discharges	1.18862835563875
0.0546	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	0.3221	D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	1.0561180829416
0.2239	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA	Other ill-defined and unspecified causes of mortality	0.3223	R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA	Other ill-defined and unspecified causes of mortality	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	1.25094591858157
0.207	Diseases of the skin and subcutaneous tissue	L12_HIDRADENITISSUP	Hidradenitis suppurativa	0.3231	L12_HIDRADENITISSUP	Hidradenitis suppurativa	Diseases of the skin and subcutaneous tissue	1.22998257178075
0.0253	Other	FG_OTHHEART	Other heart diseases	0.3248	FG_OTHHEART	Other heart diseases	Other	1.02562276120438
0.2377	Diseases of the nervous system	G6_HCNP	Normal-pressure hydrocephalus	0.326	G6_HCNP	Normal-pressure hydrocephalus	Diseases of the nervous system	1.26832863715327
-0.1151	Diseases of the genitourinary system	N14_NEUROMUSCDYSBLADD	Neuromuscular dysfuntion of bladder	0.3266	N14_NEUROMUSCDYSBLADD	Neuromuscular dysfuntion of bladder	Diseases of the genitourinary system	0.891277011749123
-0.0378	Diseases of the digestive system	K11_REFLUX	Gastro-oesophageal reflux disease	0.3267	K11_REFLUX	Gastro-oesophageal reflux disease	Diseases of the digestive system	0.96290550273492
-0.0594	Injury, poisoning and certain other consequences of external causes	ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	Poisoning by drugs, medicaments and biological substances	0.3268	ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	Poisoning by drugs, medicaments and biological substances	Injury, poisoning and certain other consequences of external causes	0.942329761855924
-0.1109	Interstitial lung disease endpoints	LUNG_TRANSPLANTATION	Lung transplantation	0.327	LUNG_TRANSPLANTATION	Lung transplantation	Interstitial lung disease endpoints	0.895028247278767
-0.2531	Diseases of the ear and mastoid process	H8_EXT_NONINF	Acute otitis externa, noninfective	0.327	H8_EXT_NONINF	Acute otitis externa, noninfective	Diseases of the ear and mastoid process	0.776390238917766
-0.1993	Endocrine, nutritional and metabolic diseases	E4_LACTONAS	Lactose intolerance, other/unspecified	0.3273	E4_LACTONAS	Lactose intolerance, other/unspecified	Endocrine, nutritional and metabolic diseases	0.819304065240983
0.0287	Mental and behavioural disorders	F5_MOOD	Mood [affective] disorders	0.3277	F5_MOOD	Mood [affective] disorders	Mental and behavioural disorders	1.02911581341626
0.0306	Psychiatric endpoints	KRA_PSY_MOOD_EXMORE	Mood disorders (more controls excluded)	0.3281	KRA_PSY_MOOD_EXMORE	Mood disorders (more controls excluded)	Psychiatric endpoints	1.03107299219281
-0.0889	Mental and behavioural disorders	F5_PSYTRANS	Acute and transient psychotic disorders	0.3283	F5_PSYTRANS	Acute and transient psychotic disorders	Mental and behavioural disorders	0.91493706270619
-0.1239	Diseases of the skin and subcutaneous tissue	L12_LYMPHADENITIS	Acute lymphadenitis	0.3286	L12_LYMPHADENITIS	Acute lymphadenitis	Diseases of the skin and subcutaneous tissue	0.883468183283886
0.0627	Diseases of the ear and mastoid process	H8_NONSUPPNAS	Nonsuppurative otitis media	0.3297	H8_NONSUPPNAS	Nonsuppurative otitis media	Diseases of the ear and mastoid process	1.06470737910095
-0.0607	Diseases of the digestive system	K11_FISSANAL	Fissure and fistula of anal and rectal regions	0.33	K11_FISSANAL	Fissure and fistula of anal and rectal regions	Diseases of the digestive system	0.941105529089222
-0.1215	Other	OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	0.3311	OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	Other	0.885591053348867
-0.1157	Neoplasms from hospital discharges	CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	0.3311	CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	Neoplasms from hospital discharges	0.890742405939854
-0.116	Neoplasms from hospital discharges	CD2_BENIGN_EYE_EXALLC	Benign neoplasm of eye and adnexa (other cancers excluded from controls)	0.3311	CD2_BENIGN_EYE_EXALLC	Benign neoplasm of eye and adnexa (other cancers excluded from controls)	Neoplasms from hospital discharges	0.890475223297473
0.0628	Diseases of the skin and subcutaneous tissue	L12_ACTINKERA	Actinic keratosis	0.3315	L12_ACTINKERA	Actinic keratosis	Diseases of the skin and subcutaneous tissue	1.06481385516258
0.1835	Gastrointestinal endpoints	ULCERENTER	Ulcerative enterocolitis	0.3324	ULCERENTER	Ulcerative enterocolitis	Gastrointestinal endpoints	1.20141496541169
0.0611	Diseases of the skin and subcutaneous tissue	L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation	0.3334	L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation	Diseases of the skin and subcutaneous tissue	1.06300520939329
0.0404	Diseases of the nervous system	G6_CARPTU	Carpal tunnel syndrome	0.3334	G6_CARPTU	Carpal tunnel syndrome	Diseases of the nervous system	1.04122718177803
0.0512	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_UNSPE_HAEMATU	Unspecified haematuria	0.3339	R18_UNSPE_HAEMATU	Unspecified haematuria	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	1.05253337890972
0.3269	Diseases of the musculoskeletal system and connective tissue	M13_FATPADHYPERTROPHY	Hypertrophy of (infrapatellar) fat pad	0.334	M13_FATPADHYPERTROPHY	Hypertrophy of (infrapatellar) fat pad	Diseases of the musculoskeletal system and connective tissue	1.38666280396636
0.0749	Endocrine, nutritional and metabolic diseases	E4_THYTOXNAS	Thyrotoxicosis, other and/or unspecified	0.3344	E4_THYTOXNAS	Thyrotoxicosis, other and/or unspecified	Endocrine, nutritional and metabolic diseases	1.07777636785878
-0.1047	Injury, poisoning and certain other consequences of external causes	ST19_SEQUEL_INJURI_UPPER_LIMB	Sequelae of injuries of upper limb	0.3344	ST19_SEQUEL_INJURI_UPPER_LIMB	Sequelae of injuries of upper limb	Injury, poisoning and certain other consequences of external causes	0.900594660461697
0.1215	Diseases of the circulatory system	I9_OTHPER	Other peripheral vascular diseases	0.3347	I9_OTHPER	Other peripheral vascular diseases	Diseases of the circulatory system	1.12918936592516
-0.062	Pregnancy, childbirth and the puerperium	O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	0.3351	O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	Pregnancy, childbirth and the puerperium	0.939882886791089
